text,filter_text,intent,is_diff,relabel_intent,tag
tôi cần chuyển âm thanh đa vùng thứ 3 số 2,tôi cần chuyển số,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-final-valuesysnumber
mình muốn cài đặt bòng hắt trần 4 ở mức 4,mình muốn cài đặt ở mức,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber
trợ lý ảo thay đổi đèn flash thứ 4 lên mức 2 tại phòng chính 5,trợ lý ảo thay đổi lên mức tại,smart.home.set.level,0,smart.home.set.level,O O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom
mình muốn điều chỉnh led 1 ở công ty,mình muốn điều chỉnh ở,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice O B-roomroom I-roomroom
đặt giúp anh cái đèn thờ ở mức 1 với,đặt giúp anh cái ở mức với,smart.home.set.level,0,smart.home.set.level,B-commandcommand O O O B-devicedevice I-devicedevice O O B-sysnumbersysnumber O
chào bạn bạn giúp mình đặt thiết bị trong phòng giặt 3 được không,chào bạn bạn giúp mình đặt thiết bị trong được không,smart.home.set.level,0,smart.home.set.level,O O O O O B-commandcommand O O O B-roomroom I-roomroom I-roomroom O O
trợ lý ảo thay bóng thờ thứ 3 lên mức 5 tại phòng giặt ủi 2,trợ lý ảo thay lên mức tại,smart.home.set.level,0,smart.home.set.level,O O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom
thay đổi giúp mình bóng tuýp thứ 3 ở phòng thay đồ nhá,thay đổi giúp mình ở nhá,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O
tôi muốn đặt đèn rủ 1 ở phòng sinh hoạt chung,tôi muốn đặt ở,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom
điều chỉnh rèm cửa 1 mức 1 ở gara 5,điều chỉnh mức ở,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom
hãy đặt bình nóng lạnh 2 ở mức 3,hãy đặt ở mức,smart.home.set.level,True,smart.home.device.onoff,O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber
hãy bật bóng rủ ở mức 3,hãy bật ở mức,smart.home.set.level,True,smart.home.device.onoff,O B-commandcommand B-devicedevice I-devicedevice O O B-final-valuesysnumber
chỉnh bòng hắt trần nhà tắm 4 cấp 5,chỉnh cấp,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-sysnumbersysnumber
thay bóng âm trần 2 vườn sau mức 4,thay mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-final-valuesysnumber
chỉnh hộ điện mức 1,chỉnh hộ mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand O B-devicedevice O B-final-valuesysnumber
điều chỉnh đèn cảnh thứ 1 phòng 5 xố 3,điều chỉnh xố,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-final-valuesysnumber
cài đặt đèn rủ phòng khách 3 lên mức 2,cài đặt lên mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber
bật hộ mình bóng thờ ở mức 4 nhé,bật hộ mình ở mức nhé,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand O O B-devicedevice I-devicedevice O O B-sysnumbersysnumber O
led xố 4,xố,smart.home.set.level,True,smart.home.device.onoff,B-devicedevice O B-final-valuesysnumber
thay đổi thiết bị đèn màu sắc 4 trong phòng họp ở mức độ 5,thay đổi thiết bị trong ở mức độ,smart.home.set.level,0,smart.home.set.level,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O O B-sysnumbersysnumber
tôi muốn thay đổi đèn huỳnh quang thứ 2 ở phòng sếp,tôi muốn thay đổi ở,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom
thay đổi bóng compact thứ 1 mức 1,thay đổi mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-final-valuesysnumber
bật rèm đơn phòng con nhỏ 3 mức 1,bật mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesysnumber
cài đặt cho mình cột đèn 2 ở phòng ăn 1 4 mức độ 4 với,cài đặt cho mình ở mức độ với,smart.home.set.level,0,smart.home.set.level,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom B-sysnumbersysnumber O O O O
đặt cho mình bóng sân ở garage 3 mức độ 4 với,đặt cho mình ở mức độ với,smart.home.set.level,0,smart.home.set.level,B-commandcommand O O B-devicedevice I-devicedevice O B-roomroom B-sysnumbersysnumber O O O O
trợ lý béo thay đổi cho tao đèn tròn thứ 1 ở phòng em nhỏ 4 ở mức 5,trợ lý béo thay đổi cho tao ở ở mức,smart.home.set.level,0,smart.home.set.level,O O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber
chỉnh rèm đôi thứ 4 ở văn phòng 4,chỉnh ở,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom
đặt đèn vách hiên sau mức 5,đặt mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom O B-final-valuesysnumber
thay thiết bị công tắc 2 trong cổng chính 5 ở mức độ 5,thay thiết bị trong ở mức độ,smart.home.set.level,0,smart.home.set.level,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O O B-sysnumbersysnumber
bạn kiểm tra cho tôi đèn lồng thứ 2,bạn kiểm tra cho tôi,smart.home.set.level,True,smart.home.device.onoff,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice
trợ lý à ở tủ giữ đồ 2 có cái đèn ốp trần ý đặt hộ lên nhé,trợ lý à ở có cái ý đặt hộ lên nhé,smart.home.set.level,0,smart.home.set.level,O O O O B-roomroom I-roomroom I-roomroom I-roomroom O O B-devicedevice I-devicedevice I-devicedevice O B-commandcommand O O O
thay giúp mình đèn ốp tường thứ 4 ở cơ quan nhá,thay giúp mình ở nhá,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O
cài đặt bóng tường lên bạn ơi,cài đặt lên bạn ơi,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O O
chỉnh bóng mức 4,chỉnh mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice O B-final-valuesysnumber
thay đổi bóng huỳnh quang 1 phòng bếp 5 số 4,thay đổi số,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-final-valuesysnumber
chuyển đèn màu sắc 3 phòng giặt xố 1,chuyển xố,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-final-valuesysnumber
mình muốn thay loa đài thứ 1,mình muốn thay,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice
điều chỉnh bóng học ở mức 1 được không,điều chỉnh ở mức được không,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O B-final-valuesysnumber O O
đổi mành cuốn 4 2 phòng hội nghị cấp 1,đổi cấp,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber B-roomroom I-roomroom I-roomroom O O
cài đặt giúp mình bóng đứng ở nhà để xe 4 nhá,cài đặt giúp mình ở nhá,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O
điều chỉnh hộ đèn ốp tường mức 3,điều chỉnh hộ mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice O B-final-valuesysnumber
mình muốn bật nút ấn,mình muốn bật,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice
mình muốn cài đặt đèn led ở mức 4,mình muốn cài đặt ở mức,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O B-sysnumbersysnumber
mình muốn thay ốp trần thứ 1 ở mức 1,mình muốn thay ở mức,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber
trợ lý kiểm tra cho mình đèn compact 4 trong đại sảnh bật không nhé nếu có bật cho mình cấp độ 2 nhé,trợ lý kiểm tra cho mình trong bật không nhé nếu có bật cho mình cấp độ nhé,smart.home.set.level,0,smart.home.set.level,O O O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom B-commandcommand O O O O O O O O O B-sysnumbersysnumber O
đổi rèm cửa 3 mức 5,đổi mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-final-valuesysnumber
đặt giúp mình đèn tranh thứ 4 ở phòng nữ nhá,đặt giúp mình ở nhá,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O
đổi hộ mình đèn chùm 1 ở mức 5 nhé,đổi hộ mình ở mức nhé,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O
bật giúp mình đèn ngủ thứ 3 ở phòng vệ sinh 1 nhá,bật giúp mình ở nhá,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O
bật hộ tớ cái bóng học thứ 4 5 ở nhà bếp 5 ở mức 1 nào cậu,bật hộ tớ cái ở ở mức nào cậu,smart.home.set.level,0,smart.home.set.level,B-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom O O O O O
đổi quạt hút mùi thứ 1 phòng dành cho nữ 2 xố 4,đổi xố,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesysnumber
đèn hắt trần xố 2,xố,smart.home.set.level,True,smart.home.device.onoff,B-devicedevice I-devicedevice I-devicedevice O B-final-valuesysnumber
trợ lý béo cài đặt cho tao màn cuốn 2 ở phòng ông bà 3 ở mức 2,trợ lý béo cài đặt cho tao ở ở mức,smart.home.set.level,0,smart.home.set.level,O O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber
chuyển đèn ốp tường ở mức 5 được không,chuyển ở mức được không,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber O O
thay đổi cho mình đèn tường 4 trong tủ giữ đồ bạn ơi,thay đổi cho mình trong bạn ơi,smart.home.set.level,0,smart.home.set.level,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O
mình muốn đặt mành đôi thứ 4 ở phòng họp gia đình,mình muốn đặt ở,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom
điều chỉnh hộ mình ti vi thứ 3 ở mức 5 nhé,điều chỉnh hộ mình ở mức nhé,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O
mình muốn bật bóng rủ 3,mình muốn bật,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice
mình muốn chỉnh bóng huỳnh quang ở phòng chánh,mình muốn chỉnh ở,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom
cài đặt bóng đứng mức 1 ở phòng giám đốc,cài đặt mức ở,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom
điều chỉnh đèn nhiều màu ở ga ra 5,điều chỉnh ở,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom
bạn kiểm tra cho tôi đèn đứng thứ 1,bạn kiểm tra cho tôi,smart.home.set.level,True,smart.home.device.onoff,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice
điều chỉnh hộ âm thanh đa vùng mức 1,điều chỉnh hộ mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-final-valuesysnumber
rèm cửa đặt ở mức 1,đặt ở mức,smart.home.set.level,True,smart.home.device.onoff,B-devicedevice I-devicedevice B-commandcommand O O B-final-valuesysnumber
đổi giúp anh cái vô tuyến 1 ở mức 1 với,đổi giúp anh cái ở mức với,smart.home.set.level,0,smart.home.set.level,B-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O
đặt hộ mình ốp trần 1 ở mức 4 nhé,đặt hộ mình ở mức nhé,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O
chuyển đèn trang trí thứ 1 ở phòng sếp 4,chuyển ở,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom
thay đổi rèm thứ 4 hội trường 5 xố 1,thay đổi xố,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-final-valuesysnumber
cài đặt đèn ốp tường 2 4 ga ra 3 cấp 1,cài đặt cấp,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber B-roomroom I-roomroom I-roomroom O O
bạn kiểm tra cho tôi bóng rọi 3,bạn kiểm tra cho tôi,smart.home.set.level,True,smart.home.device.onoff,O O O O O B-devicedevice I-devicedevice I-devicedevice
chuyển cho mình bòng hắt trần trong phòng giám đốc bạn ơi,chuyển cho mình trong bạn ơi,smart.home.set.level,0,smart.home.set.level,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O
hãy đặt huỳnh quang 2 ở mức 1,hãy đặt ở mức,smart.home.set.level,True,smart.home.device.onoff,O B-commandcommand B-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber
mình muốn bật đèn âm trần 4,mình muốn bật,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice
thay đổi bóng tuýp thứ 4 quầy lễ tân 3 mức 2,thay đổi mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesysnumber
bóng đứng 4 công ty mức 1,mức,smart.home.set.level,True,smart.home.device.onoff,B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-final-valuesysnumber
chỉnh rèm đôi cổng chính số 4,chỉnh số,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom O B-final-valuesysnumber
chuyển đèn hắt tường thứ 4 lên bạn ơi,chuyển lên bạn ơi,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O
chỉnh bóng thờ 4 phòng nam hộ tôi nhé,chỉnh hộ tôi nhé,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O O O
đặt hộ tớ cái cột đèn 1 4 ở phòng ngủ con trai 3 ở mức 1 nào cậu,đặt hộ tớ cái ở ở mức nào cậu,smart.home.set.level,0,smart.home.set.level,B-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O O O O O
bóng hắt tường phòng trẻ em ở mức 4,ở mức,smart.home.set.level,True,smart.home.device.onoff,B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber
tôi cần đổi bình nóng lạnh 4 số 4,tôi cần đổi số,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-final-valuesysnumber
chỉnh cửa cuốn ở phòng là,chỉnh ở,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice O B-roomroom I-roomroom
đèn cảnh phòng tắm ở mức 4,ở mức,smart.home.set.level,True,smart.home.device.onoff,B-devicedevice I-devicedevice B-roomroom I-roomroom O O B-final-valuesysnumber
hãy bật vô tuyến thứ 3 ở mức 2,hãy bật ở mức,smart.home.set.level,True,smart.home.device.onoff,O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber
cài đặt bóng treo tường thứ 4 phòng vệ sinh 3 số 3,cài đặt số,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesysnumber
van tưới xố 3,xố,smart.home.set.level,True,smart.home.device.onoff,B-devicedevice I-devicedevice O B-final-valuesysnumber
cài đặt hắt tường 1 ở phòng lễ tân 1,cài đặt ở,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom
nice giúp mình điều chỉnh thiết bị là quạt hút mùi thứ 1 ở phòng nhá,nice giúp mình điều chỉnh thiết bị là ở nhá,smart.home.set.level,0,smart.home.set.level,O O O B-commandcommand I-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom O
mình muốn thay đổi màn cửa đơn,mình muốn thay đổi,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice
van nước phòng giặt ủi 5 mức 3,mức,smart.home.set.level,True,smart.home.device.onoff,B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesysnumber
chào bạn bạn giúp mình đặt thiết bị trong sảnh được không,chào bạn bạn giúp mình đặt thiết bị trong được không,smart.home.set.level,0,smart.home.set.level,O O O O O B-commandcommand O O O B-roomroom O O
cài đặt bóng led 4 phòng chánh lên mức 2,cài đặt lên mức,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O O B-sysnumbersysnumber
chuyển công tắc cổng chính 2 hộ tôi nhé,chuyển hộ tôi nhé,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O O
thay cho mình đèn ốp tường 2 trong phòng thu bạn ơi,thay cho mình trong bạn ơi,smart.home.set.level,0,smart.home.set.level,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O
chuyển quạt 4 ở mức 4 được không,chuyển ở mức được không,smart.home.set.level,True,smart.home.device.onoff,B-commandcommand B-devicedevice I-devicedevice O O B-final-valuesysnumber O O
tôi cần thay đổi bóng kiểng thứ 3 số 5,tôi cần thay đổi số,smart.home.set.level,True,smart.home.device.onoff,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-final-valuesysnumber
hạ xuống độ sáng bóng sợi đốt 4 xuống 9 phần trăm,hạ xuống độ sáng xuống phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
trong phòng ông bà 2 hãy giảm đèn bàn 4 xuống 5 phần trăm,trong hãy giảm xuống phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O B-roomroom I-roomroom I-roomroom I-roomroom O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
tôi cần hạ ốp trần 2 lầu trệt 9 đi 19 phần trăm,tôi cần hạ lầu trệt đi phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
cho cái đèn học thứ 4 xuống 8 phần trăm hộ tôi với,cho cái xuống phần trăm hộ tôi với,smart.home.decrease.percentage,True,smart.home.device.onoff,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O
giảm bóng thờ thứ 4 về 11 phần trăm ở phòng sinh hoạt chung,giảm về phần trăm ở,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O B-roomroom I-roomroom I-roomroom I-roomroom
huỳnh quang thứ 2 ở phòng em nhỏ về 12 phần trăm,ở về phần trăm,smart.home.decrease.percentage,True,smart.home.device.onoff,B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
bạn giảm cho mình bóng rủ 3 được không mình thấy hơi bị sáng quá,bạn giảm cho mình được không mình thấy hơi bị sáng quá,smart.home.decrease.percentage,True,smart.home.device.onoff,O O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O O O
tôi đang cần giảm mức độ đèn bóng trần phòng,tôi đang cần giảm mức độ đèn bóng trần,smart.home.decrease.percentage,True,smart.home.device.onoff,O O O O O O O O O B-roomroom
nút nhấn 2 sân sau nên được giảm đi xuống mức 38 phần trăm,nên được giảm đi xuống mức phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage
bạn giúp mình giảm kịch bản đi 21 phần trăm được không mình cảm ơn,bạn giúp mình giảm đi phần trăm được không mình cảm ơn,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O O O O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O
hãy giảm tivi 3 trong phòng sếp xuống 16 phần trăm,hãy giảm trong xuống phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O O B-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
giảm thiết bị vô tuyến thứ 3 cho tôi với,giảm thiết bị cho tôi với,smart.home.decrease.percentage,True,smart.home.device.onoff,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O
tôi cần giảm đi đèn học tầng trệt 10 đi 27 phần trăm,tôi cần giảm đi tầng trệt đi phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
giảm đèn vách thứ 4 về 30 phần trăm ở trong vườn,giảm về phần trăm ở trong,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O B-roomroom
giảm cho mình loa thứ 3 ở phòng nghỉ ngơi 4 xuống 29 phần trăm nhé,giảm cho mình ở xuống phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O
cho mình giảm bóng treo tường thứ 2 ở công ty mức 22 phần trăm,cho mình giảm ở mức phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
bạn giảm cho mình rgb được không mình thấy hơi bị sáng quá,bạn giảm cho mình được không mình thấy hơi bị sáng quá,smart.home.decrease.percentage,True,smart.home.device.onoff,O O O O B-devicedevice O O O O O O O O
cho mình giảm đèn hắt trần với,cho mình giảm với,smart.home.decrease.percentage,True,smart.home.device.onoff,O O O B-devicedevice I-devicedevice I-devicedevice O
device đèn sân room tủ giữ đồ phần trăm 9 phần trăm,device room phần trăm phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
điện ở cơ quan về 8 phần trăm,ở về phần trăm,smart.home.decrease.percentage,True,smart.home.device.onoff,B-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage
giảm thiết bị bóng tròn cho tôi với,giảm thiết bị cho tôi với,smart.home.decrease.percentage,True,smart.home.device.onoff,O O O B-devicedevice I-devicedevice O O O
