text,tag,intent
cho tôi xem danh sách các chuyến bay từ phú quốc đến huế sẽ khởi hành vào buổi chiều,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day I-depart_time.period_of_day,flight
tôi muốn xem các chuyến bay rẻ nhất từ huế đến hạ long,O O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
liệt kê các chuyến bay từ rạch giá đến huế,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
những chuyến bay nào của bamboo airways dừng ở huế,O O O O O B-airline_name I-airline_name O O B-stoploc.city_name,flight
hạ long đến vũ hán,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
giá vé hạng nhất từ sendai đến thành phố hồ chí minh khứ hồi là bao nhiêu,O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name B-round_trip I-round_trip O O O,airfare
bạn có thể tìm cho tôi thông tin về các phương tiện giao thông đường bộ ở thành phố vinh được không,O O O O O O O O O O O O O O O O O B-city_name I-city_name I-city_name O O,ground_service
liệt kê các chuyến bay rời đà lạt vào thứ bảy và đến đài bắc trước 4 giờ chiều,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-depart_date.day_name I-depart_date.day_name O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
bạn có thể liệt kê tất cả các chuyến bay từ hà nội đến bengaluru không,O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,flight
có chuyến bay nào còn trống từ đà nẵng đến đà lạt vào buổi chiều ngày thứ hai không,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O B-depart_date.day_name I-depart_date.day_name O,flight
cung cấp cho tôi biết tất cả các chuyến bay từ hà nội đến côn đảo có khứ hồi,O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip I-round_trip,flight
vui lòng cho tôi biết các phương tiện giao thông đường bộ ở huế,O O O O O O O O O O O O O B-city_name,ground_service
làm thế nào để đi từ sân bay đến trung tâm rome,O O O O O O O O O O O B-toloc.city_name,ground_service
chuyến bay khởi hành vào buổi sáng thứ ba lúc 8h kém 5 từ hà nội sẽ hạ cánh thành phố hồ chí minh lúc mấy giờ,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-depart_time.time I-depart_time.time I-depart_time.time O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-flight_time,flight_time
"xin chào , tôi cần đáp chuyến bay từ điện biên phủ đến rạch giá khởi hành trước 10 giờ sáng",O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
từ thành phố hồ chí minh đến huế vào một ngày thứ hai,O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name,flight
cho tôi biết các chuyến bay giá rẻ từ đà nẵng đến quảng châu,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
có bao nhiêu chuyến bay đi từ napoli đến đà nẵng vào ngày 19 tháng 7,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,quantity
phương tiện giao thông đường bộ nào có ở hà nội,O O O O O O O O O B-city_name I-city_name,ground_service
từ vdo đến huế,O B-fromloc.airport_code O B-toloc.city_name,flight
chuyến bay nào từ rạch giá đến thành phố hà nội đến vào thứ bảy tới trước 6h chiều,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-arrive_date.day_name I-arrive_date.day_name B-arrive_date.date_relative B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,flight
cho tôi xem tất cả các chuyến bay sáng thứ tư từ huế đến hà nội,O O O O O O O O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi biết các chuyến bay từ cần thơ đến huế,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
cho tôi xem tất cả giá vé ban đêm giữa doha và thành phố hồ chí minh,O O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,airfare
chuyến bay nào từ côn đảo đến thành phố đồng hới vào buổi sáng,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day,flight
liệt kê các chuyến bay không nghỉ từ phú quốc đến washington dc,O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code,flight
cho tôi biết các loại phương tiện giao thông đường bộ ở pleiku,O O O O O O O O O O O O B-city_name,ground_service
các chuyến bay nào từ hà nội đến st . petersburg,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
bạn có thể cho tôi biết chuyến bay rẻ nhất từ hà nội đến thành phố hồ chí minh được không,O O O O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O,flight
xin tìm giúp tôi chuyến bay sớm nhất có thể từ hà nội đến huế,O O O O O O B-flight_mod I-flight_mod O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
những chuyến bay nào từ toronto đến huế,O O O O O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay xuất phát ở hạ long vào giữa trưa ngày mùng 7 tháng 11 và đến moscow lúc 21 giờ tối là của hãng hàng không nào,O O O O O B-fromloc.city_name I-fromloc.city_name O B-depart_time.time I-depart_time.time B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O O O O,airline
hiển thị các chuyến bay từ sài gòn đến huế vào thứ tư và thứ năm,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O B-depart_date.day_name I-depart_date.day_name,flight
chi phí của các chuyến bay buổi sáng từ hạ long đến kyoto là bao nhiêu,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O,airfare
thông tin của chuyến bay từ cần thơ đến huế,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
giá của các chuyến bay từ hạ long đến manila là bao nhiêu,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O,airfare
tôi muốn bay từ đà lạt đến singapore vào thứ hai ngày tám tháng bảy,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
tôi muốn một chuyến bay của us air từ toronto đến san diego với một điểm dừng ở denver,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name,flight
cho tôi biết các chuyến bay của hãng hàng không jetstar từ hải phòng đến cà mau vào thứ tư,O O O O O O O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
hãng hàng không nào bay giữa hà nội và buôn ma thuột,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,airline
bạn có thể cho tôi biết chuyến bay rẻ nhất giữa hà nội và thành phố hồ chí minh không,O O O O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O,flight
những chuyến bay nào giữa busan và hạ long vào ngày 31 tháng 7,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
đà nẵng đến thành phố vinh vào ngày thứ tư,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name,flight
tôi sống ở huế và tôi muốn thực hiện một chuyến đi đến phuket,O O O B-fromloc.city_name O O O O O O O O O B-toloc.city_name,flight
vui lòng liệt kê các chuyến bay từ huế đến washington dc,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code,flight
có những chuyến bay buổi sáng nào còn chỗ từ buôn ma thuột đến hà nội,O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
bạn có thể cho tôi biết bạn có chuyến bay nào từ đà nẵng đến đà lạt không,O O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,flight
cho tôi biết các chuyến bay từ thành phố vinh đến tuy hòa,O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
"tôi muốn bay từ cần thơ đến hà nội , tôi muốn ăn sáng trong khi bay",O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-meal_description I-meal_description O O O,flight
bạn có thể cho tôi biết chuyến bay nào từ đà lạt đến đà nẵng có giá vé rẻ nhất không,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-cost_relative I-cost_relative O,flight
cho tôi biết các chuyến bay từ huế đến washington dc vào thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name I-depart_date.day_name,flight
các chuyến bay buổi chiều nào khởi hành từ bologna đến thành phố hồ chí minh trên hãng hàng không jetstar,O O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name I-airline_name I-airline_name,flight
tất cả các chuyến bay của vietnam airlines có điểm dừng tại bangkok,O O O O O O B-airline_name I-airline_name O O O O B-stoploc.city_name,flight
liệt kê cho tôi các chuyến bay hàng ngày từ cần thơ đến hà nội của hãng hàng không jetstar,O O O O O O O B-flight_days I-flight_days O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name I-airline_name I-airline_name,flight
từ bologna đến đà nẵng,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
vui lòng liệt kê các loại phương tiện giao thông đường bộ ở thành phố hồ chí minh,O O O O O O O O O O O O O B-city_name I-city_name I-city_name I-city_name I-city_name,ground_service
tôi muốn lịch trình buổi tối của các chuyến bay từ thành phố hồ chí minh đến hà nội,O O B-flight_time I-flight_time B-depart_time.period_of_day I-depart_time.period_of_day O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight_time
chuyến bay nào từ đà lạt đến hạ long rẻ nhất sau 2 giờ vào buổi chiều,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-cost_relative I-cost_relative B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_time.period_of_day I-depart_time.period_of_day,flight
chuyến bay nào của united airlines bay xuyên qua lục địa này rời boston đến dallas và có một điểm dừng ở philadelphia,O O O O B-airline_name I-airline_name O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-stoploc.city_name,flight
cho tôi biết tất cả các chuyến bay từ côn đảo đến buôn ma thuột có phục vụ bữa ăn vào ngày mốt,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-meal I-meal O B-depart_date.today_relative I-depart_date.today_relative,flight
chuyến bay cuối cùng từ thành phố hồ chí minh đến hà nội vào thứ tư này là chuyến bay nào,O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O O O O O,flight
các chuyến bay từ verona đến hạ long,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn một chuyến bay từ quy nhơn đến thanh hóa của hãng hàng không jetstar và khởi hành vào buổi chiều,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name I-airline_name I-airline_name O O O O B-depart_time.period_of_day I-depart_time.period_of_day,flight
cho tôi biết các chuyến bay từ đà lạt đến thanh hóa và từ thanh hóa đến đà lạt,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
chuyến bay sớm nhất khởi hành từ thành phố hồ chí minh và đến hà nội vào ngày mùng 9 tháng 11,O O B-flight_mod I-flight_mod O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O B-arrive_date.day_number I-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name,flight
cho tôi biết các hãng hàng không có đường bay từ huế đến thành phố hồ chí minh,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,airline
số hiệu của chuyến bay jetstar rời đồng hới lúc 12 giờ 20 phút chiều và đến sài gòn là gì,O O O O O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O O B-toloc.city_name I-toloc.city_name O O,flight_no
vui lòng liệt kê tất cả các chuyến bay từ thành phố hồ chí minh đến thành phố hạ long vào chủ nhật,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
bạn có thể cho tôi biết về các chuyến bay từ vinh đến đà lạt sẽ đến vào đầu buổi chiều được không,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-arrive_time.period_mod B-arrive_time.period_of_day I-arrive_time.period_of_day O O,flight
cho tôi biết các chuyến bay rẻ nhất từ đà nẵng đến đà lạt,O O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi biết về phương tiện giao thông đường bộ giữa sân bay đà lạt và trung tâm thành phố đà lạt,O O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,ground_service
khoảng cách từ sân bay quốc tế tân sơn nhất đến thành phố hồ chí minh là bao nhiêu,O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O O,distance
cho tôi biết các chuyến bay từ huế đến cáp nhĩ tân,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
vui lòng liệt kê tất cả các chuyến bay của vietnam airlines rời khỏi huế trước giữa trưa,O O O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,flight
các chuyến bay nào từ thành phố đồng hới đến côn đảo vào thứ tư tới và đến côn đảo lúc tầm 7 giờ tối,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.date_relative O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
tất cả các chuyến bay và giá vé từ buôn ma thuột đến phú quốc khứ hồi sau 12 giờ đêm dưới 1 . 1 triệu đồng,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-cost_relative B-fare_amount I-fare_amount I-fare_amount I-fare_amount I-fare_amount,airfare#flight
máy bay của chuyến bay có số hiệu co 1209 là loại máy bay gì,O O O O O O O O B-airline_code B-flight_number O O O O O,aircraft
cho tôi biết các chuyến bay một chiều từ cà mau đến tuy hòa,O O O O O O B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
được rồi tôi đang tìm một chuyến bay từ chu lai đến điện biên phủ rời đi trước 10 giờ sáng vào bất kỳ ngày nào,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O O O O,flight
có phương tiện giao thông đường bộ ở đà lạt từ sân bay đà lạt đến trung tâm thành phố đà lạt không,O O O O O O O O B-city_name I-city_name O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,ground_service
liệt kê các chuyến bay buổi sáng giữa hạ long và đà lạt,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tất cả các chuyến bay từ verona đến thành phố hồ chí minh,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
có loại phương tiện giao thông đường bộ nào có thể sử dụng ở naples,O O O O O O O O O O O O O O B-city_name,ground_service
các chuyến bay của vietnam airlines khởi hành từ phú quốc vào khoảng 1 giờ chiều,O O O O B-airline_name I-airline_name O O O B-fromloc.city_name I-fromloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
liệt kê các chuyến bay từ thành phố hồ chí minh đến mainz,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
hiển thị cho tôi biết tất cả các chuyến bay của hãng hàng không vietnam airlines từ hải phòng đến thành phố hồ chí minh,O O O O O O O O O O O B-airline_name I-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name,flight
liệt kê tất cả các chuyến bay không dừng từ tuy hòa đến malacca và sẽ đến trước 5 giờ chiều vào thứ ba,O O O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name I-arrive_date.day_name,flight
vé hạng nhất đắt nhất giữa hà nội và singapore là bao nhiêu,O B-class_type I-class_type B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O,airfare
tôi muốn biết các chuyến bay sớm nhất từ hà nội đến atlanta georgia,O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name,flight
cho tôi biết các chuyến bay từ đà nẵng đến vancouver,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
madrid có bao nhiêu sân bay,B-city_name O O O O O,quantity
tôi muốn khởi hành từ thành phố hồ chí minh vào ngày 20 tháng 4 và tới hà nội với giá vé rẻ nhất,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O B-toloc.city_name I-toloc.city_name O O O B-cost_relative I-cost_relative,flight
cho tôi biết các chuyến bay sớm nhất từ hà nội đến huế vào thứ tư,O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
các chuyến bay muộn nhất từ hà nội đến đà lạt vào tối ngày 7 / 7,O O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name,flight
vé hạng hai từ chiang mai đến phú quốc vào sáng thứ hai có giá bao nhiêu,O B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O O O,airfare
tôi cần chuyến bay thẳng rẻ nhất từ hạ long đến huế khởi hành vào ngày 7 tháng 5,O O O O B-connect B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
có chuyến bay nào từ hạ long đến ipoh không,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,flight
cho tôi biết các chuyến bay từ vinh đến thành phố hồ chí minh vào các ngày thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name,flight
cho tôi biết tất cả các chuyến bay đến düsseldorf vào buổi tối,O O O O O O O O O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day,flight
cho tôi biết tất cả các chuyến bay từ hạ long đến cáp nhĩ tân với giá vé của chúng,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O O O,flight
tôi muốn đi từ đà nẵng đến hongkong vào thứ sáu trên chuyến bay có phục vụ một bữa ăn,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O O O O O O O B-meal I-meal,flight
các chuyến bay nào bay từ huế đến cần thơ,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn bay một chuyến bay của vna giữa oslo và đà nẵng với điểm dừng ở dubai trên vna,O O O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O B-airline_code,flight
hiển thị cho tôi biết tất cả các chuyến bay khởi hành từ thành phố hồ chí minh và đến zurich amsterdam hoặc paris,O O O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name B-toloc.city_name B-or B-toloc.city_name,flight
cho tôi xem danh sách tất cả các hãng hàng không cung cấp dịch vụ hạng thương gia,O O O O O O O O O O O O O O O B-class_type I-class_type I-class_type,airline
giao thông đường bộ ở athen,O O O O O B-city_name,ground_service
cho tôi biết tất cả các chuyến bay đến đà nẵng từ bất kỳ đâu trong khoảng thời gian từ 18h50 đến nửa đêm,O O O O O O O O O B-toloc.city_name I-toloc.city_name O O O O O O O O O B-arrive_time.start_time O B-arrive_time.period_of_day I-arrive_time.period_of_day,flight
cho tôi biết các chuyến bay không kèm giá vé từ hạ long đến đà nẵng,O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi biết các chuyến bay từ đà nẵng đến athens,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay đến nội bài,O O O O O O O B-toloc.airport_name I-toloc.airport_name,flight
liệt kê các chuyến bay từ vinh đến đà lạt,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
bạn có thể vui lòng cho tôi biết loại máy bay được sử dụng để bay từ hạ long đến huế trên chuyến bay vietnam airlines 825 khởi hành lúc 5 giờ 55 phút được không,O O O O O O O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-airline_name I-airline_name B-flight_number O O O B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O O,aircraft
bạn có thể cho tôi biết giá của một chuyến bay đến hà nội từ budapest vào sáng thứ năm không,O O O O O O O O O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O,airfare
mã giá vé h nghĩa là gì,O O O B-fare_basis_code O O O,abbreviation
tôi muốn bay vào sáng sớm,O O O O B-depart_time.period_of_day B-depart_time.period_mod,flight
cho tôi biết các chuyến bay từ liverpool đến đà nẵng vào buổi sáng,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day,flight
cho tôi biết các chuyến bay đến phù cát,O O O O O O O B-toloc.airport_name I-toloc.airport_name,flight
tôi có thể có danh sách các chuyến bay từ new york đến phú quốc việt nam khởi hành vào thứ tư không,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.country_name I-toloc.country_name O O O B-depart_date.day_name I-depart_date.day_name O,flight
cho tôi biết tất cả các chuyến bay trực tiếp từ đà nẵng đến hạ long,O O O O O O O O B-connect I-connect O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
từ huế đến quảng châu,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi phương tiện giao thông đường bộ ở thessaloniki,O O O O O O O O O B-city_name,ground_service
cho tôi danh sách các chuyến bay giữa buôn ma thuột và đà nẵng,O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
vé rẻ nhất từ đà nẵng đến thành phố hồ chí minh vào thứ sáu ngày 30 tháng tám,O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,airfare
chuyến bay sớm nhất rời hà nội và đi đến thành đô vào ngày 3 tháng 9,O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
tìm một chuyến bay từ huế đến hải phòng,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
