text,intent,is_diff,text_filter,is_diff1,new_intent
tôi muốn thay đổi đèn huỳnh quang thứ 2 ở phòng sếp,smart.home.set.level,0,tôi muốn thay_đổi đèn sếp,True,smart.home.increase.percentage
thay đổi bóng compact thứ 1 mức 1,smart.home.set.level,0,thay_đổi bóng 1,True,smart.home.increase.percentage
bật rèm đơn phòng con nhỏ 3 mức 1,smart.home.set.level,0,bật mức,True,smart.home.increase.level
cài đặt cho mình cột đèn 2 ở phòng ăn 1 4 mức độ 4 với,smart.home.set.level,0,cài_đặt cho mình cột_đèn ăn với,True,smart.home.check.status
đặt cho mình bóng sân ở garage 3 mức độ 4 với,smart.home.set.level,0,đặt cho mình ở mức_độ 4 với,0,smart.home.set.level
trợ lý béo thay đổi cho tao đèn tròn thứ 1 ở phòng em nhỏ 4 ở mức 5,smart.home.set.level,0,trợ_lý béo thay_đổi cho tao đèn tròn em 5,0,smart.home.set.level
chỉnh rèm đôi thứ 4 ở văn phòng 4,smart.home.set.level,0,chỉnh ở,0,smart.home.set.level
đặt đèn vách hiên sau mức 5,smart.home.set.level,0,đặt 5,0,smart.home.set.level
thay thiết bị công tắc 2 trong cổng chính 5 ở mức độ 5,smart.home.set.level,0,thay thiết_bị công_tắc chính 5,0,smart.home.set.level
bạn kiểm tra cho tôi đèn lồng thứ 2,smart.home.set.level,True,bạn kiểm_tra cho tôi đèn_lồng,True,smart.home.check.status
trợ lý à ở tủ giữ đồ 2 có cái đèn ốp trần ý đặt hộ lên nhé,smart.home.set.level,0,trợ_lý à ở tủ cái đèn đặt hộ lên nhé,0,smart.home.set.level
thay giúp mình đèn ốp tường thứ 4 ở cơ quan nhá,smart.home.set.level,0,thay giúp mình ở,0,smart.home.set.level
cài đặt bóng tường lên bạn ơi,smart.home.set.level,0,cài đặt lên bạn ơi,0,smart.home.set.level
chỉnh bóng mức 4,smart.home.set.level,0,chỉnh mức,0,smart.home.set.level
thay đổi bóng huỳnh quang 1 phòng bếp 5 số 4,smart.home.set.level,0,thay_đổi bóng_huỳnh_quang,True,smart.home.check.status
chuyển đèn màu sắc 3 phòng giặt xố 1,smart.home.set.level,0,chuyển 1,0,smart.home.set.level
mình muốn thay loa đài thứ 1,smart.home.set.level,0,mình muốn thay,0,smart.home.set.level
điều chỉnh bóng học ở mức 1 được không,smart.home.set.level,0,điều_chỉnh bóng mức 1 không,0,smart.home.set.level
đổi mành cuốn 4 2 phòng hội nghị cấp 1,smart.home.set.level,0,đổi 1,0,smart.home.set.level
cài đặt giúp mình bóng đứng ở nhà để xe 4 nhá,smart.home.set.level,0,cài_đặt giúp mình bóng nhà,True,smart.home.check.status
điều chỉnh hộ đèn ốp tường mức 3,smart.home.set.level,0,điều_chỉnh hộ đèn 3,0,smart.home.set.level
mình muốn bật nút ấn,smart.home.set.level,True,mình muốn bật,True,smart.home.device.onoff
mình muốn cài đặt đèn led ở mức 4,smart.home.set.level,0,mình muốn cài_đặt đèn mức 4,0,smart.home.set.level
mình muốn thay ốp trần thứ 1 ở mức 1,smart.home.set.level,0,mình muốn thay ở mức,0,smart.home.set.level
trợ lý kiểm tra cho mình đèn compact 4 trong đại sảnh bật không nhé nếu có bật cho mình cấp độ 2 nhé,smart.home.set.level,0,trợ_lý kiểm_tra cho mình đèn compact bật nếu có bật cho mình cấp_độ 2 nhé,0,smart.home.set.level
đổi rèm cửa 3 mức 5,smart.home.set.level,0,đổi mức,0,smart.home.set.level
đặt giúp mình đèn tranh thứ 4 ở phòng nữ nhá,smart.home.set.level,0,đặt giúp mình ở nhá,True,smart.home.check.status
đổi hộ mình đèn chùm 1 ở mức 5 nhé,smart.home.set.level,0,đổi hộ mình mức 5,0,smart.home.set.level
bật giúp mình đèn ngủ thứ 3 ở phòng vệ sinh 1 nhá,smart.home.set.level,True,bật giúp mình phòng,True,smart.home.device.onoff
bật hộ tớ cái bóng học thứ 4 5 ở nhà bếp 5 ở mức 1 nào cậu,smart.home.set.level,0,bật hộ tớ cái ở mức 1 nào cậu,0,smart.home.set.level
đổi quạt hút mùi thứ 1 phòng dành cho nữ 2 xố 4,smart.home.set.level,0,đổi xố,0,smart.home.set.level
đèn hắt trần xố 2,smart.home.set.level,0,xố,True,greeting
trợ lý béo cài đặt cho tao màn cuốn 2 ở phòng ông bà 3 ở mức 2,smart.home.set.level,0,trợ_lý béo cài_đặt cho tao màn cuốn ông_bà,0,smart.home.set.level
chuyển đèn ốp tường ở mức 5 được không,smart.home.set.level,0,chuyển ở mức được không,0,smart.home.set.level
thay đổi cho mình đèn tường 4 trong tủ giữ đồ bạn ơi,smart.home.set.level,0,thay_đổi cho mình đèn tủ ơi,True,smart.home.check.status
mình muốn đặt mành đôi thứ 4 ở phòng họp gia đình,smart.home.set.level,0,mình muốn đặt ở,0,smart.home.set.level
điều chỉnh hộ mình ti vi thứ 3 ở mức 5 nhé,smart.home.set.level,0,điều_chỉnh hộ mình ti mức 5,0,smart.home.set.level
mình muốn bật bóng rủ 3,smart.home.set.level,True,mình muốn bật,True,smart.home.device.onoff
mình muốn chỉnh bóng huỳnh quang ở phòng chánh,smart.home.set.level,0,mình muốn chỉnh chánh,True,smart.home.increase.percentage
cài đặt bóng đứng mức 1 ở phòng giám đốc,smart.home.set.level,0,cài đặt mức ở,0,smart.home.set.level
điều chỉnh đèn nhiều màu ở ga ra 5,smart.home.set.level,0,điều_chỉnh đèn ga,0,smart.home.set.level
bạn kiểm tra cho tôi đèn đứng thứ 1,smart.home.set.level,True,bạn kiểm_tra cho tôi đèn,True,smart.home.check.status
điều chỉnh hộ âm thanh đa vùng mức 1,smart.home.set.level,0,điều_chỉnh hộ âm_thanh_đa,0,smart.home.set.level
rèm cửa đặt ở mức 1,smart.home.set.level,0,đặt ở mức,0,smart.home.set.level
đổi giúp anh cái vô tuyến 1 ở mức 1 với,smart.home.set.level,0,đổi giúp anh cái mức 1,0,smart.home.set.level
đặt hộ mình ốp trần 1 ở mức 4 nhé,smart.home.set.level,0,đặt hộ mình ở mức nhé,0,smart.home.set.level
chuyển đèn trang trí thứ 1 ở phòng sếp 4,smart.home.set.level,0,chuyển phòng,0,smart.home.set.level
thay đổi rèm thứ 4 hội trường 5 xố 1,smart.home.set.level,0,thay_đổi rèm,True,smart.home.check.status
cài đặt đèn ốp tường 2 4 ga ra 3 cấp 1,smart.home.set.level,0,cài_đặt đèn,0,smart.home.set.level
bạn kiểm tra cho tôi bóng rọi 3,smart.home.set.level,True,bạn kiểm_tra cho tôi bóng,True,smart.home.check.status
chuyển cho mình bòng hắt trần trong phòng giám đốc bạn ơi,smart.home.set.level,0,chuyển cho mình trong ơi,0,smart.home.set.level
hãy đặt huỳnh quang 2 ở mức 1,smart.home.set.level,0,hãy đặt mức 1,0,smart.home.set.level
mình muốn bật đèn âm trần 4,smart.home.set.level,True,mình muốn bật,True,smart.home.device.onoff
thay đổi bóng tuýp thứ 4 quầy lễ tân 3 mức 2,smart.home.set.level,0,thay_đổi bóng,0,smart.home.set.level
bóng đứng 4 công ty mức 1,smart.home.set.level,0,1,True,smart.home.decrease.level
chỉnh rèm đôi cổng chính số 4,smart.home.set.level,0,chỉnh số,0,smart.home.set.level
chuyển đèn hắt tường thứ 4 lên bạn ơi,smart.home.set.level,0,chuyển lên bạn ơi,0,smart.home.set.level
chỉnh bóng thờ 4 phòng nam hộ tôi nhé,smart.home.set.level,0,chỉnh hộ tôi nhé,0,smart.home.set.level
đặt hộ tớ cái cột đèn 1 4 ở phòng ngủ con trai 3 ở mức 1 nào cậu,smart.home.set.level,0,đặt hộ tớ cái phòng_ngủ nào cậu,0,smart.home.set.level
bóng hắt tường phòng trẻ em ở mức 4,smart.home.set.level,0,mức 4,True,smart.home.decrease.level
tôi cần đổi bình nóng lạnh 4 số 4,smart.home.set.level,0,tôi cần đổi 4,True,smart.home.set.color
chỉnh cửa cuốn ở phòng là,smart.home.set.level,0,chỉnh phòng,0,smart.home.set.level
đèn cảnh phòng tắm ở mức 4,smart.home.set.level,0,ở mức,0,smart.home.set.level
hãy bật vô tuyến thứ 3 ở mức 2,smart.home.set.level,0,hãy bật mức 2,True,smart.home.increase.level
cài đặt bóng treo tường thứ 4 phòng vệ sinh 3 số 3,smart.home.set.level,0,cài đặt,True,smart.home.set.color
van tưới xố 3,smart.home.set.level,0,xố,True,greeting
cài đặt hắt tường 1 ở phòng lễ tân 1,smart.home.set.level,0,cài_đặt hắt phòng,True,smart.home.check.status
nice giúp mình điều chỉnh thiết bị là quạt hút mùi thứ 1 ở phòng nhá,smart.home.set.level,0,nice giúp mình điều_chỉnh thiết_bị là quạt hút nhá,0,smart.home.set.level
mình muốn thay đổi màn cửa đơn,smart.home.set.level,0,mình muốn thay_đổi màn_cửa,True,smart.home.set.color
van nước phòng giặt ủi 5 mức 3,smart.home.set.level,0,mức,0,smart.home.set.level
chào bạn bạn giúp mình đặt thiết bị trong sảnh được không,smart.home.set.level,0,chào bạn bạn giúp mình đặt thiết_bị trong sảnh không,0,smart.home.set.level
cài đặt bóng led 4 phòng chánh lên mức 2,smart.home.set.level,0,cài đặt lên mức,0,smart.home.set.level
chuyển công tắc cổng chính 2 hộ tôi nhé,smart.home.set.level,0,chuyển tôi nhé,0,smart.home.set.level
thay cho mình đèn ốp tường 2 trong phòng thu bạn ơi,smart.home.set.level,0,thay cho mình trong bạn ơi,0,smart.home.set.level
chuyển quạt 4 ở mức 4 được không,smart.home.set.level,0,chuyển ở mức được không,0,smart.home.set.level
tôi cần thay đổi bóng kiểng thứ 3 số 5,smart.home.set.level,0,tôi cần thay_đổi bóng 5,True,smart.home.set.color
hạ xuống độ sáng bóng sợi đốt 4 xuống 9 phần trăm,smart.home.decrease.percentage,0,hạ xuống độ sáng xuống 9 phần_trăm,0,smart.home.decrease.percentage
trong phòng ông bà 2 hãy giảm đèn bàn 4 xuống 5 phần trăm,smart.home.decrease.percentage,0,trong giảm đèn_bàn phần_trăm,True,smart.home.decrease.level
tôi cần hạ ốp trần 2 lầu trệt 9 đi 19 phần trăm,smart.home.decrease.percentage,0,tôi cần hạ đi 19 phần_trăm,0,smart.home.decrease.percentage
cho cái đèn học thứ 4 xuống 8 phần trăm hộ tôi với,smart.home.decrease.percentage,0,cho cái xuống 8 phần_trăm hộ tôi với,0,smart.home.decrease.percentage
giảm bóng thờ thứ 4 về 11 phần trăm ở phòng sinh hoạt chung,smart.home.decrease.percentage,0,giảm về 11 phần_trăm ở phòng,0,smart.home.decrease.percentage
huỳnh quang thứ 2 ở phòng em nhỏ về 12 phần trăm,smart.home.decrease.percentage,0,phòng 12 phần_trăm,0,smart.home.decrease.percentage
bạn giảm cho mình bóng rủ 3 được không mình thấy hơi bị sáng quá,smart.home.decrease.percentage,True,bạn giảm cho mình được không mình thấy hơi bị sáng quá,0,smart.home.decrease.percentage
tôi đang cần giảm mức độ đèn bóng trần phòng,smart.home.decrease.percentage,True,tôi đang cần giảm mức_độ đèn bóng trần phòng,True,smart.home.increase.level
nút nhấn 2 sân sau nên được giảm đi xuống mức 38 phần trăm,smart.home.decrease.percentage,0,nên được giảm đi xuống mức 38 phần_trăm,True,smart.home.decrease.level
bạn giúp mình giảm kịch bản đi 21 phần trăm được không mình cảm ơn,smart.home.decrease.percentage,0,bạn giúp mình giảm 21 phần_trăm được không mình cảm_ơn,0,smart.home.decrease.percentage
hãy giảm tivi 3 trong phòng sếp xuống 16 phần trăm,smart.home.decrease.percentage,0,hãy giảm trong xuống 16 phần_trăm,0,smart.home.decrease.percentage
giảm thiết bị vô tuyến thứ 3 cho tôi với,smart.home.decrease.percentage,True,giảm thiết_bị vô_tuyến với,True,smart.home.decrease.level
tôi cần giảm đi đèn học tầng trệt 10 đi 27 phần trăm,smart.home.decrease.percentage,0,tôi cần giảm đi đi 27 phần_trăm,0,smart.home.decrease.percentage
giảm đèn vách thứ 4 về 30 phần trăm ở trong vườn,smart.home.decrease.percentage,0,giảm 30 phần_trăm ở trong vườn,0,smart.home.decrease.percentage
giảm cho mình loa thứ 3 ở phòng nghỉ ngơi 4 xuống 29 phần trăm nhé,smart.home.decrease.percentage,0,giảm cho mình ở 29 phần_trăm nhé,0,smart.home.decrease.percentage
cho mình giảm bóng treo tường thứ 2 ở công ty mức 22 phần trăm,smart.home.decrease.percentage,0,cho mình giảm ở 22 phần_trăm,0,smart.home.decrease.percentage
bạn giảm cho mình rgb được không mình thấy hơi bị sáng quá,smart.home.decrease.percentage,True,bạn giảm cho mình được không mình thấy hơi bị sáng quá,0,smart.home.decrease.percentage
cho mình giảm đèn hắt trần với,smart.home.decrease.percentage,True,cho mình giảm với,True,smart.home.decrease.level
device đèn sân room tủ giữ đồ phần trăm 9 phần trăm,smart.home.decrease.percentage,0,device room phần_trăm 9 phần_trăm,0,smart.home.decrease.percentage
điện ở cơ quan về 8 phần trăm,smart.home.decrease.percentage,0,ở 8 phần_trăm,0,smart.home.decrease.percentage
giảm thiết bị bóng tròn cho tôi với,smart.home.decrease.percentage,True,giảm thiết_bị bóng_tròn với,0,smart.home.decrease.percentage
giảm hộ mình nút ấn 4 xuống 3 phần trăm nhé,smart.home.decrease.percentage,0,giảm hộ mình xuống 3 phần_trăm nhé,0,smart.home.decrease.percentage
hạ xuống độ sáng bóng huỳnh quang 1 xuống 22 phần trăm,smart.home.decrease.percentage,0,hạ xuống độ sáng 22 phần_trăm,0,smart.home.decrease.percentage
giảm hộ mình đèn vách xuống 5 phần trăm nhé,smart.home.decrease.percentage,0,giảm hộ mình 5 phần_trăm nhé,0,smart.home.decrease.percentage
giảm giúp tôi độ sáng đèn vườn ngoài phòng dành cho nữ 4 xuống với,smart.home.decrease.percentage,True,giảm giúp tôi độ sáng ngoài xuống với,0,smart.home.decrease.percentage
bạn giúp mình giảm led 3 đi 23 phần trăm được không mình cảm ơn,smart.home.decrease.percentage,0,bạn giúp mình giảm đi 23 phần_trăm được không mình cảm_ơn,0,smart.home.decrease.percentage
giảm giúp mình màn cửa đơn thứ 3 tại phòng chính 4 xuống 19 phần trăm nhé,smart.home.decrease.percentage,0,giảm giúp mình phòng 19 phần_trăm nhé,0,smart.home.decrease.percentage
giảm hộ anh bóng treo tường ở phòng họp gia đình 5 21 phần trăm,smart.home.decrease.percentage,0,giảm hộ anh ở phần_trăm,0,smart.home.decrease.percentage
giảm giúp mình bóng thả 3 tại phòng chờ xuống 14 phần trăm nhé,smart.home.decrease.percentage,0,giảm giúp mình tại xuống 14 phần_trăm nhé,0,smart.home.decrease.percentage
mình cần sự trợ giúp trong việc giảm đèn trang trí 2,smart.home.decrease.percentage,True,mình cần sự trợ_giúp trong việc giảm đèn,0,smart.home.decrease.percentage
giảm hộ mình van nước thứ 1 xuống 27 phần trăm nhé,smart.home.decrease.percentage,0,giảm hộ mình xuống 27 phần_trăm nhé,0,smart.home.decrease.percentage
giảm độ sáng nút ấn thứ 4 ấy trợ lý ảo nó sáng quá,smart.home.decrease.percentage,True,giảm độ sáng ấy trợ_lý ảo nó sáng quá,0,smart.home.decrease.percentage
giảm mành thứ 2 đầu hè xuống 21 phần trăm hộ tôi với,smart.home.decrease.percentage,0,giảm 21 phần_trăm hộ tôi với,0,smart.home.decrease.percentage
giảm động cơ 4 về 27 phần trăm ở phòng nam,smart.home.decrease.percentage,0,giảm 27 phần_trăm ở phòng nam,True,smart.home.increase.percentage
hãy giảm huỳnh quang thứ 3 trong tiền sảnh 5 xuống 29 phần trăm,smart.home.decrease.percentage,0,hãy giảm tiền_sảnh phần_trăm,0,smart.home.decrease.percentage
bạn giảm cho mình quạt thông gió được không mình thấy hơi bị sáng quá,smart.home.decrease.percentage,True,bạn giảm cho mình được không mình thấy hơi bị sáng quá,0,smart.home.decrease.percentage
device rèm ngang thứ 2 room cầu thang phần trăm 22 phần trăm,smart.home.decrease.percentage,0,device room 22 phần_trăm,0,smart.home.decrease.percentage
đèn tường thứ 2 cơ quan nên được hạ xuống mức 11 phần trăm,smart.home.decrease.percentage,0,được hạ xuống mức 11 phần_trăm,0,smart.home.decrease.percentage
giảm hắt tường thứ 3 về 26 phần trăm ở trong phòng sếp,smart.home.decrease.percentage,0,giảm về 26 phần_trăm ở trong phòng,0,smart.home.decrease.percentage
giảm hộ anh đèn sưởi 1 ở phòng thực hành 2 2 phần trăm,smart.home.decrease.percentage,0,giảm hộ anh ở phần_trăm,0,smart.home.decrease.percentage
device bóng treo tường thứ 2 room phòng giặt ủi phần trăm 21 phần trăm,smart.home.decrease.percentage,0,device room phần_trăm 21 phần_trăm,0,smart.home.decrease.percentage
bạn giảm cho mình âm thanh đa vùng thứ 1 được không mình thấy hơi bị sáng quá,smart.home.decrease.percentage,True,bạn giảm cho mình mình thấy hơi bị sáng quá,0,smart.home.decrease.percentage
giảm bóng huỳnh quang 3 ở phòng ngủ các con xuống 5 phần trăm cho mình với,smart.home.decrease.percentage,0,giảm các cho mình với,0,smart.home.decrease.percentage
tôi cần giảm đi mành cuốn 3 tầng thượng 3 đi 24 phần trăm,smart.home.decrease.percentage,0,tôi cần giảm đi đi 24 phần_trăm,0,smart.home.decrease.percentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 9 phần trăm nhé à cái loa nhé,smart.home.decrease.percentage,0,thôi vào việc nhé màn_cửa nhìn ngứa_mắt quá giảm cho anh xuống 9 phần_trăm nhé à cái loa nhé,0,smart.home.decrease.percentage
giảm giúp tôi độ sáng rèm ngang 3 ngoài phòng thí nghiệm xuống với,smart.home.decrease.percentage,True,giảm giúp tôi độ sáng ngoài,0,smart.home.decrease.percentage
giảm độ sáng bóng sưởi thứ 4 ấy trợ lý ảo nó sáng quá,smart.home.decrease.percentage,True,giảm độ sáng ấy trợ_lý ảo nó sáng quá,0,smart.home.decrease.percentage
giảm đi độ sáng phòng giặt ủi 1 đi 11 phần trăm,smart.home.decrease.percentage,0,giảm đi độ sáng đi 11 phần_trăm,True,smart.home.decrease.level
có thể hạ thấp đèn rọi thứ 2 đỡ đi 3 phần trăm không,smart.home.decrease.percentage,0,có_thể hạ thấp đèn_rọi 3 phần_trăm không,0,smart.home.decrease.percentage
device đèn nhiều màu room phòng chung 2 phần trăm 3 phần trăm,smart.home.decrease.percentage,0,device room phần_trăm 3 phần_trăm,0,smart.home.decrease.percentage
giảm độ sáng công ty đi 16 phần trăm,smart.home.decrease.percentage,0,giảm độ sáng 16 phần_trăm,True,smart.home.decrease.level
cho mình giảm bóng học thứ 1 ở ga ra 5 mức 10 phần trăm,smart.home.decrease.percentage,0,cho mình giảm ở mức 10 phần_trăm,0,smart.home.decrease.percentage
giảm độ sáng đèn tròn 4 ấy trợ lý ảo nó sáng quá,smart.home.decrease.percentage,True,giảm độ sáng ấy trợ_lý ảo nó sáng quá,0,smart.home.decrease.percentage
giảm bớt đèn lồng thứ 4 vườn 5 xuống 11 phần trăm nữa,smart.home.decrease.percentage,0,giảm bớt 11 phần_trăm nữa,True,smart.home.decrease.level
đèn vách 1 phòng bếp 4 hạ thấp 15 phần trăm,smart.home.decrease.percentage,0,hạ thấp 15 phần_trăm,0,smart.home.decrease.percentage
giảm cho mình ti vi thứ 3 ở đại sảnh xuống 20 phần trăm nhé,smart.home.decrease.percentage,0,giảm cho mình ở 20 phần_trăm nhé,0,smart.home.decrease.percentage
giúp mình giảm đèn vườn xuống 27 phần trăm với ạ,smart.home.decrease.percentage,0,giúp mình giảm xuống 27 phần_trăm với ạ,0,smart.home.decrease.percentage
giảm loa còi thứ 4 về 15 phần trăm ở phòng lễ tân,smart.home.decrease.percentage,0,giảm về 15 phần_trăm ở phòng,0,smart.home.decrease.percentage
giảm giúp mình bóng ốp trần 1 nhé,smart.home.decrease.percentage,True,giảm giúp mình nhé,True,smart.home.decrease.level
giảm giúp mình cảnh tại nhà tắm 4 xuống 13 phần trăm nhé,smart.home.decrease.percentage,0,giảm giúp mình tại 13 phần_trăm nhé,0,smart.home.decrease.percentage
cho cái bóng hắt tường thứ 3 xuống 7 phần trăm hộ tôi với,smart.home.decrease.percentage,0,cho cái xuống 7 phần_trăm hộ tôi với,0,smart.home.decrease.percentage
tôi đang cần giảm mức độ đèn bóng trần phòng thu,smart.home.decrease.percentage,True,tôi đang cần giảm mức_độ đèn bóng trần phòng,True,smart.home.increase.level
giảm giúp tôi độ sáng bóng trang trí thứ 3 ngoài phòng thay đồ xuống với,smart.home.decrease.percentage,True,giảm giúp tôi độ sáng phòng với,0,smart.home.decrease.percentage
giảm giúp mình điện thứ 3 nhé,smart.home.decrease.percentage,True,giảm giúp mình nhé,True,smart.home.decrease.level
giúp tôi hạ thấp bóng đứng phòng lễ tân xuống 22 phần trăm,smart.home.decrease.percentage,0,giúp tôi hạ thấp 22 phần_trăm,0,smart.home.decrease.percentage
giảm hộ mình đèn đứng 4 xuống 3 phần trăm nhé,smart.home.decrease.percentage,0,giảm hộ mình xuống 3 phần_trăm nhé,0,smart.home.decrease.percentage
đèn đứng thứ 4 cổng chính hạ thấp 23 phần trăm,smart.home.decrease.percentage,0,hạ thấp 23 phần_trăm,0,smart.home.decrease.percentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 8 phần trăm nhé à cái rèm đơn nhé,smart.home.decrease.percentage,0,thôi vào việc nhé màn_cửa nhìn ngứa_mắt quá giảm cho anh xuống 8 phần_trăm nhé à cái rèm đơn nhé,0,smart.home.decrease.percentage
bóng trụ cổng 3 phòng trẻ em nên được hạ xuống xuống mức 9 phần trăm,smart.home.decrease.percentage,0,được hạ xuống xuống mức 9 phần_trăm,True,smart.home.decrease.level
led ở nhà vệ sinh về 29 phần trăm,smart.home.decrease.percentage,0,ở phần_trăm,0,smart.home.decrease.percentage
hello giảm giúp mình bóng thứ 3 ở phòng sếp xuống 14 phần trăm nhé,smart.home.decrease.percentage,0,hello giảm giúp mình ở xuống 14 phần_trăm nhé,0,smart.home.decrease.percentage
giảm độ sáng bóng tiết kiệm điện thứ 4 ấy trợ lý ảo nó sáng quá,smart.home.decrease.percentage,True,giảm độ sáng trợ_lý ảo nó sáng quá,0,smart.home.decrease.percentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 5 phần trăm nhé à cái mành đôi 2 nhé,smart.home.decrease.percentage,0,thôi vào việc nhé màn_cửa nhìn ngứa_mắt quá giảm cho anh xuống 5 phần_trăm nhé à cái mành đôi 2,0,smart.home.decrease.percentage
đèn cây 1 ở phòng bố mẹ về 16 phần trăm,smart.home.decrease.percentage,0,ở 16 phần_trăm,0,smart.home.decrease.percentage
có thể giảm bớt công tắc 1 đỡ đi 24 phần trăm không,smart.home.decrease.percentage,0,có_thể giảm bớt công_tắc 24 phần_trăm không,True,smart.home.decrease.level
có thể hạ thấp tvs 1 đỡ đi 14 phần trăm không,smart.home.decrease.percentage,0,có_thể hạ thấp tvs đi 14 phần_trăm không,0,smart.home.decrease.percentage
giảm bóng treo tường 1 ở phòng ông bà 2 xuống 17 phần trăm cho mình với,smart.home.decrease.percentage,0,giảm ở 17 phần_trăm cho mình với,0,smart.home.decrease.percentage
hạ xuống độ sáng phòng vệ sinh 2 đi 4 phần trăm,smart.home.decrease.percentage,0,hạ xuống độ sáng 4 phần_trăm,0,smart.home.decrease.percentage
cho mình giảm loa còi thứ 4 với,smart.home.decrease.percentage,True,cho mình giảm với,True,smart.home.decrease.level
có thể hạ thấp van nước thứ 2 đỡ đi 22 phần trăm không,smart.home.decrease.percentage,0,có_thể hạ thấp van đi 22 phần_trăm không,0,smart.home.decrease.percentage
cho cái đèn sưởi thứ 4 xuống 17 phần trăm hộ tôi với,smart.home.decrease.percentage,0,cho cái xuống 17 phần_trăm hộ tôi với,0,smart.home.decrease.percentage
hạ độ sáng nóng lạnh 1 xuống 50 phần trăm,smart.home.decrease.percentage,0,hạ độ sáng xuống 50 phần_trăm,0,smart.home.decrease.percentage
giảm bớt độ sáng tủ giữ đồ 2 đi 14 phần trăm,smart.home.decrease.percentage,0,giảm bớt độ sáng đi 14 phần_trăm,True,smart.home.decrease.level
cho cái kịch bản 2 xuống 4 phần trăm hộ tôi với,smart.home.decrease.percentage,0,cho cái 4 phần_trăm hộ tôi với,0,smart.home.decrease.percentage
giảm hộ mình bóng kiểng thứ 2 xuống 7 phần trăm nhé,smart.home.decrease.percentage,0,giảm hộ mình xuống 7 phần_trăm nhé,0,smart.home.decrease.percentage
có thể hạ hắt trần thứ 3 đỡ đi 8 phần trăm không,smart.home.decrease.percentage,0,có_thể hạ hắt đi 8 phần_trăm không,0,smart.home.decrease.percentage
giảm giúp mình loa đài thứ 3 nhé,smart.home.decrease.percentage,True,giảm giúp mình nhé,True,smart.home.decrease.level
hạ xuống loa thứ 4 ga ra 3 xuống 11 phần trăm nữa,smart.home.decrease.percentage,0,hạ xuống 11 phần_trăm nữa,0,smart.home.decrease.percentage
mình cần sự trợ giúp trong việc giảm đèn học,smart.home.decrease.percentage,True,mình cần sự trợ_giúp trong việc giảm đèn,0,smart.home.decrease.percentage
hello giảm giúp mình loa còi 3 ở phòng em nhỏ 3 xuống 28 phần trăm nhé,smart.home.decrease.percentage,0,hello giảm giúp mình ở xuống 28 phần_trăm nhé,0,smart.home.decrease.percentage
giảm bóng để bàn thứ 2 thư viện 29 phần trăm,smart.home.decrease.percentage,0,giảm phần_trăm,0,smart.home.decrease.percentage
mành cuốn thứ 2 sảnh hạ thấp 47 phần trăm,smart.home.decrease.percentage,0,hạ_thấp 47 phần_trăm,True,smart.home.set.percentage
tôi đang cần giảm mức độ đèn bóng trần phòng đọc,smart.home.decrease.percentage,True,tôi đang cần giảm mức_độ đèn bóng trần phòng,True,smart.home.increase.level
giảm đi rèm cửa xuống mức độ sáng 1 phần trăm,smart.home.decrease.percentage,0,giảm đi xuống mức_độ sáng 1 phần_trăm,0,smart.home.decrease.percentage
giảm hộ anh bóng học thứ 1 ở phòng dành cho nam 4 3 phần trăm,smart.home.decrease.percentage,0,giảm hộ anh ở 3 phần_trăm,0,smart.home.decrease.percentage
giảm thiết bị bóng tiết kiệm điện thứ 3 cho tôi với,smart.home.decrease.percentage,True,giảm thiết_bị bóng với,0,smart.home.decrease.percentage
giảm cho mình đèn cây 4 ở phòng em bé xuống 20 phần trăm nhé,smart.home.decrease.percentage,0,giảm cho mình ở xuống 20 phần_trăm nhé,0,smart.home.decrease.percentage
ok bạn ơi giảm cho mình đèn treo tường 4 xuống 23 phần trăm nhé,smart.home.decrease.percentage,0,ok bạn ơi giảm cho mình xuống 23 phần_trăm nhé,0,smart.home.decrease.percentage
cho mình giảm bóng đứng 3 với,smart.home.decrease.percentage,True,cho mình giảm với,True,smart.home.decrease.level
giảm độ sáng phòng là 1 đi 30 phần trăm,smart.home.decrease.percentage,0,giảm độ sáng đi 30 phần_trăm,True,smart.home.decrease.level
giảm rèm đôi ở phòng là xuống 26 phần trăm cho mình với,smart.home.decrease.percentage,0,giảm ở xuống 26 phần_trăm cho mình với,True,smart.home.decrease.level
quạt 3 sân trước nên được hạ xuống xuống mức 30 phần trăm,smart.home.decrease.percentage,0,nên được hạ xuống xuống mức 30 phần_trăm,True,smart.home.decrease.level
giảm bớt hắt tường thứ 3 phòng nghiên cứu 3 xuống 2 phần trăm hộ tôi với,smart.home.decrease.percentage,0,giảm bớt 2 phần_trăm hộ tôi với,0,smart.home.decrease.percentage
em làm ơn giúp tôi giảm rèm cửa thứ 2 xuống 1 phần trăm tôi hơi bị chói mắt,smart.home.decrease.percentage,0,em làm_ơn giúp tôi giảm rèm 1 phần_trăm tôi hơi bị chói mắt,0,smart.home.decrease.percentage
hãy giảm loa trong hè sau 4 xuống 29 phần trăm,smart.home.decrease.percentage,0,hãy giảm trong xuống 29 phần_trăm,0,smart.home.decrease.percentage
