,text,old_intent,is_diff,new_intent,is_diff_relabel,relabel_intent
458,có thể hạ hắt trần thứ 3 đỡ đi 8 phần trăm không,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
459,giảm giúp mình loa đài thứ 3 nhé,smart.home.decrease.percentage,True,smart.home.decrease.level,True,smart.home.decrease.level
460,hạ xuống loa thứ 4 ga ra 3 xuống 11 phần trăm nữa,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
461,mình cần sự trợ giúp trong việc giảm đèn học,smart.home.decrease.percentage,True,smart.home.decrease.level,True,smart.home.decrease.level
462,hello giảm giúp mình loa còi 3 ở phòng em nhỏ 3 xuống 28 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
463,giảm bóng để bàn thứ 2 thư viện 29 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
464,mành cuốn thứ 2 sảnh hạ thấp 47 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
466,giảm đi rèm cửa xuống mức độ sáng 1 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
467,giảm hộ anh bóng học thứ 1 ở phòng dành cho nam 4 3 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
469,giảm cho mình đèn cây 4 ở phòng em bé xuống 20 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
470,ok bạn ơi giảm cho mình đèn treo tường 4 xuống 23 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
472,giảm độ sáng phòng là 1 đi 30 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
473,giảm rèm đôi ở phòng là xuống 26 phần trăm cho mình với,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
474,quạt 3 sân trước nên được hạ xuống xuống mức 30 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
475,giảm bớt hắt tường thứ 3 phòng nghiên cứu 3 xuống 2 phần trăm hộ tôi với,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
476,em làm ơn giúp tôi giảm rèm cửa thứ 2 xuống 1 phần trăm tôi hơi bị chói mắt,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
477,hãy giảm loa trong hè sau 4 xuống 29 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
478,đèn ngủ phòng sinh hoạt chung 2 nên được giảm bớt xuống mức 34 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
479,giúp tôi giảm nút ấn thứ 2 đầu hè 3 xuống 49 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
480,ok bạn ơi giảm cho mình kịch bản xuống 9 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
481,giảm bớt bóng vách 1 nhà để xe 3 xuống 38 phần trăm hộ tôi với,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
482,giúp tôi giảm cửa cuốn thứ 1 phòng giám đốc xuống 40 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
483,giảm hộ anh bóng hoa 2 ở đại sảnh 15 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
484,giảm bóng hoa phòng ngủ các con xuống 19 phần trăm nữa,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
485,giúp mình giảm công tắc 2 xuống 10 phần trăm với ạ,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
486,giảm bớt bóng hắt tường 4 xuống mức độ sáng 45 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
487,hạ thấp đèn thả 4 phòng giặt ủi xuống 16 phần trăm hộ tôi với,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
488,giúp mình giảm đèn tường thứ 4 xuống 8 phần trăm với ạ,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
489,hạ đèn học thứ 4 xuống mức độ sáng 10 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
491,đèn đứng phòng hội nghị giảm bớt 25 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
492,thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 27 phần trăm nhé à cái bóng sợi đốt nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
495,giảm kịch bản về 23 phần trăm ở trong phòng chánh,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
496,tôi cần hạ thấp đèn thứ 1 tầng 7 đi 3 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
497,em làm ơn giúp tôi giảm đèn hoa thứ 4 xuống 18 phần trăm tôi hơi bị chói mắt,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
498,em làm ơn giúp tôi giảm bình nóng lạnh 1 xuống 16 phần trăm tôi hơi bị chói mắt,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
500,bạn giúp mình giảm đèn làm việc đi 2 phần trăm được không mình cảm ơn,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
501,trong hành lang 2 hãy giảm bóng trụ cổng xuống 27 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
502,giúp mình giảm đèn tiết kiệm điện 2 xuống 6 phần trăm với ạ,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
503,giảm cho mình bóng vách 2 ở phòng tắm xuống 24 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
504,em làm ơn giúp tôi giảm led 2 xuống 21 phần trăm tôi hơi bị chói mắt,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
505,giảm quạt hút mùi thứ 1 ở phòng lễ tân xuống 28 phần trăm cho mình với,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
506,hạ xuống độ sáng đèn tranh 3 xuống 18 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
507,giảm hộ anh loa thứ 1 ở sảnh 4 4 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
508,giảm giúp mình đèn sợi đốt 4 tại ga ra xuống 6 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
509,giúp tôi hạ thấp đèn tuýp phòng ông chủ 2 xuống 15 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
510,giảm bóng sưởi phòng cuối 29 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
511,giảm cho mình hắt trần ở vườn xuống 11 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
512,hạ xuống quạt trần xuống mức độ sáng 36 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
514,hạ thấp đèn tiết kiệm điện quầy lễ tân xuống 28 phần trăm nữa,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
515,trong phòng thu 1 hãy giảm đèn huỳnh quang thứ 1 xuống 23 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
516,giúp mình giảm đèn đứng 4 xuống 19 phần trăm với ạ,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
517,device downlight thứ 2 room đầu hè phần trăm 30 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
520,giảm giúp mình nút ấn thứ 1 nhé,smart.home.decrease.percentage,True,smart.home.decrease.level,True,smart.home.decrease.level
521,giảm rèm đôi 3 xuống mức độ sáng 22 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
522,bạn giúp mình giảm bóng tròn đi 24 phần trăm được không mình cảm ơn,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
523,giảm giúp mình hắt tường thứ 3 tại phòng sách 5 xuống 4 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
524,cho mình giảm đèn học thứ 2 ở phòng ngủ ông bà 1 mức 20 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
526,cho mình giảm led 2 ở phòng dành cho nam 3 mức 29 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
527,cho mình giảm đèn hắt ở tiền sảnh 3 mức 21 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
528,giảm đi loa đài thứ 2 phòng ngủ các con xuống 31 phần trăm hộ tôi với,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
529,mình cần sự trợ giúp trong việc giảm đèn ốp trần 3,smart.home.decrease.percentage,True,smart.home.decrease.level,True,smart.home.decrease.level
531,giảm giúp mình bóng sợi đốt nhé,smart.home.decrease.percentage,True,smart.home.decrease.level,True,smart.home.decrease.level
532,cho cái bóng làm việc thứ 3 xuống 16 phần trăm hộ tôi với,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
533,giảm vô tuyến thứ 3 ở phòng ngủ ông bà xuống 2 phần trăm cho mình với,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
534,ok bạn ơi giảm cho mình đèn trang trí 4 xuống 11 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
535,tôi cần hạ thấp bóng hắt tường thứ 4 tầng thượng 8 đi 11 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
536,hello giảm giúp mình bóng treo tường 2 ở phòng cuối 2 xuống 4 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
537,giảm bóng trụ cổng 2 nhà vệ sinh 14 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
538,ok bạn ơi giảm cho mình đèn ốp tường thứ 4 xuống 24 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
539,trong phòng ngủ con trai hãy giảm bóng đứng thứ 4 xuống 17 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
540,hello giảm giúp mình quạt trần ở tủ giữ đồ xuống 7 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
541,giảm đi đèn vườn hè sau 3 xuống 24 phần trăm nữa,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
542,em làm ơn giúp tôi giảm đèn sưởi 2 xuống 14 phần trăm tôi hơi bị chói mắt,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
543,giảm đèn bàn thứ 4 phòng ông bà 5 27 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
544,giảm đèn tuýp thứ 2 phòng 1 20 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
545,bạn giúp mình giảm bình nóng lạnh đi 20 phần trăm được không mình cảm ơn,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
547,giảm đèn tròn 2 về 3 phần trăm ở trong cơ quan,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
548,giảm đèn sắc màu 4 về 4 phần trăm ở phòng đợi,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
550,đèn hắt phòng ngủ con hạ xuống 4 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
551,hello giảm giúp mình led 4 ở sân trước xuống 14 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
552,giúp tôi hạ thấp bóng đứng sân xuống 45 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
553,thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 27 phần trăm nhé à cái bóng để bàn nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
554,giảm rèm đôi về 12 phần trăm ở trong phòng dành cho nam 5,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
555,ok bạn ơi giảm cho mình downlight thứ 2 xuống 27 phần trăm nhé,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
557,trong phòng tắm xông hơi 1 hãy giảm đèn compact 4 xuống 29 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
558,hạ thấp độ sáng âm thanh đa vùng thứ 1 xuống 12 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
559,hãy giảm bóng huỳnh quang trong sân vườn xuống 19 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
560,hãy giảm bóng sợi đốt trong phòng là 3 xuống 6 phần trăm,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
561,giảm bóng ngủ thứ 2 về 29 phần trăm ở phòng thực hành,smart.home.decrease.percentage,0,smart.home.decrease.percentage,0,smart.home.decrease.percentage
563,kiểm tra trạng thái của kiểng thứ 3,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
564,kiểm tra bóng thờ 2 phòng tắm,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
565,này giúp mình kiểm tra đèn sợi đốt 3 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
567,đúng không trạng thái đèn huỳnh quang ban công,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
568,thiết bị cửa cuốn room phòng em nhỏ 1,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
569,kiểm tra cho mình thiết bị ở phòng ngủ con,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
571,bạn kiểm tra giúp mình thiết bị bình nóng lạnh 4 ở nhà vệ sinh nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
572,kiểm tra mành cuốn thứ 2 ở phòng ăn 3 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
574,quét trạng thái rèm ngang nhà tắm 4,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
575,thông báo trạng thái đèn thả trên lầu thượng 7,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
576,tôi cần bạn giúp hãy thử kiểm tra giúp tôi cái đèn đứng thứ 1 ở phòng 2 xem nó đã bật chưa,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
578,đèn led phòng tiếp đón nhanh bot ơi giúp mình với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
579,kiểm tra trạng thái của đèn bàn thứ 3 ở phòng ngủ ông bà 2 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
580,kiểm tra giúp mình trạng thái của van nước nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
582,kiểm tra bóng huỳnh quang ở phòng thu nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
583,kiểm tra trạng thái bóng để bàn thứ 3 cho mình với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
585,kiểm tra cho mình đèn màu sắc 2 nhé chắc bị trục trặc gì rồi,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
586,tôi cần bạn giúp hãy thử kiểm tra giúp tôi cái điều hoà 3 ở phòng nữ xem nó đã bật chưa,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
587,kiểm tra trạng thái của nút nhấn trong phòng ngủ con 1,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
589,kiểm tra trạng thái đèn thứ 3 trên tầng 9,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
590,đúng không trạng thái màn cuốn trên lầu 7,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
591,bạn kiểm tra cho mình bóng học thứ 1 với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
592,kiếm tra giúp mình trạng thái của thiết bị đèn quảng cáo thứ 1 ở sân sau 2 nhée,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
593,tôi cần bạn giúp hãy thử kiểm tra giúp tôi cái đèn vách 2 ở phòng ngủ các con xem nó đã bật chưa,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
594,kiểm tra tvs thứ 1 ở phòng sếp 3 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
596,kiểm tra giúp mình trạng thái của nút ấn thứ 4 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
597,kiểm tra trạng thái của đèn hoa thứ 1 trong phòng hội nghị,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
598,chào bạn giúp mình kiểm tra ti vi 1 ở phòng ăn trưa nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
599,kiểm tra bóng rủ ở phòng chánh,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
600,giúp mình kiểm tra rèm cửa thứ 2 ở phòng là xem nó như thế nào nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
601,kiểm tra giúp mình trạng thái của ốp tường nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
602,kiểm tra giúp tôi mành thứ 1 với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
603,kiểm tra downlight thứ 2 ở ga ra 3,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
604,chào bạn giúp mình kiểm tra đèn học 1 ở phòng thay đồ nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
605,kiểm tra giúp tôi bóng treo tường 1 với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
606,bạn có thế kiểm tra công tắc 1 ở phòng lễ tân được không,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
607,kiểm tra trạng thái của thiết bị device là đèn cổng room là sân trước nhé bạn eei,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
608,kiểm tra cho mình thiết bị ở sân vườn 2,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
609,bạn có thế kiểm tra đèn để bàn thứ 2 ở phòng đợi được không,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
610,chào bạn giúp mình kiểm tra bóng ốp trần 1 ở phòng nghiên cứu 5 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
611,kiểm tra rèm cửa thứ 2 hè,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
612,trợ lý ơi giúp mình kiểm tra cái quạt trần thứ 1 tại phòng ủi nhé báo lại trạng thái giúp mình,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
613,cho mình xem trạng thái của đèn vách ở sảnh 4,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
614,kiểm tra bình nóng lạnh thứ 3 giúp tôi,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
615,xin chào t thấy rèm cửa 2 đang có vấn đề bạn kiểm tra giúp với trong sân nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
616,kiểm tra hộ mình van tưới ở phòng ông bà 2,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
620,tôi cần bạn giúp hãy thử kiểm tra giúp tôi cái bóng kiểng thứ 3 ở phòng ăn sáng xem nó đã bật chưa,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
621,kiểm tra trạng thái kịch bản,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
622,kiểm tra hộ mình kiểng ở phòng ủi,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
624,kiểm tra trạng thái của đèn thờ 1,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
625,kiểm tra trạng thái của đèn vườn 2 ở phòng ông chủ 3 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
626,giúp mình kiểm tra loa thứ 4 ở sân vườn xem nó như thế nào nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
627,kiểm tra bóng kiểng 4 ở bếp 1,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
629,hi bạn mình muốn kiểm tra trạng thái thiết bị rèm cửa,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
631,kiểm tra trạng thái của đèn sợi đốt 4,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
632,bạn kiểm tra cho mình đèn trần với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
633,em ơi check giúp anh xem kịch bản 1 có bật không nhá,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
634,xin chào t thấy đèn led thứ 1 đang có vấn đề bạn kiểm tra giúp với trong phòng chánh nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
636,kiểm tra trạng thái của downlight thứ 4 ở phòng hội nghị nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
637,xin chào hãy kiểm tra hộ mình màn cuốn 2 với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
638,hi bạn mình muốn kiểm tra trạng thái thiết bị đèn led,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
639,bạn ơi kiểm tra cho mình bóng sưởi với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
641,kiểm tra bình nóng lạnh phòng vệ sinh 2,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
643,kiểm tra trạng thái bóng thờ giúp mình với ạ,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
644,hey kiểm tra giúp tôi trạng thái của rgb với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
646,hey kiểm tra giúp tôi trạng thái của bóng sân với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
647,chào bạn giúp mình kiểm tra đèn chùm 3 ở phòng sếp 1 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
648,kiểm tra giúp anh đồ ở cổng 3 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
650,trợ lý ơi giúp mình kiểm tra cái đèn nhiều màu 2 tại phòng đợi 3 nhé báo lại trạng thái giúp mình,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
651,kiếm tra giúp mình trạng thái của thiết bị bóng học thứ 4 ở phòng nữ nhée,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
653,bạn kiểm tra giúp mình thiết bị đèn ốp tường ở phòng dành cho nữ 3 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
654,cho mình xem trạng thái của bóng tường ở lễ tân 3,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
655,bạn ơi kiểm tra cho mình bóng hắt 2 với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
656,kiểm tra trạng thái của hắt tường thứ 3 trong đầu hè 1,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
657,kiểm tra trạng thái downlight thứ 4 cho mình với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
658,kiểm tra cho mình thiết bị ở phòng họp,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
659,trợ lý kiểm tra giúp tôi đèn tường 2 ở vườn nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
660,bạn có thế kiểm tra đèn treo tường ở hội trường 1 được không,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
661,trợ lý ơi giúp mình kiểm tra cái đèn nhiều màu tại phòng ngủ con trai 1 nhé báo lại trạng thái giúp mình,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
662,kiểm tra bóng làm việc 4 giúp tôi,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
663,trợ lý ơi giúp mình kiểm tra cái đèn màu sắc thứ 3 tại quầy lễ tân 4 nhé báo lại trạng thái giúp mình,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
665,bạn ơi kiểm tra bóng âm trần 3 ở nhà để xe 4 dùm mình,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
666,kiểm tra đèn treo tường 1 giúp tôi,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
667,kiểm tra cho mình thiết bị ở phòng tắm,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
668,kiểm tra giúp mình cái nút ấn thứ 1 ở sân trước nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
669,kiểm tra hồ mình bóng rọi 2 ở garage 3 với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
670,mình muốn kiểm tra trạng thái của bóng ốp trần,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
671,bạn cho mình biết thông tin ốp trần 2 được không ạ,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
673,trợ lý kiểm tra giúp tôi đèn trần thứ 1 ở phòng thờ nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
674,trợ lý kiểm tra giúp tôi động cơ 3 ở phòng tắm 2 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
675,mình muốn kiểm tra trạng thái của đèn 1,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
676,hey kiểm tra giúp tôi trạng thái của quạt thứ 2 với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
677,kiểm tra bình nóng lạnh thứ 4 ở phòng giám đốc nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
678,này giúp mình kiểm tra cảnh nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
679,kiểm tra giúp mình cái quạt trần 2 ở phòng họp gia đình 5 nhé,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
680,mình muốn kiểm tra trạng thái của điều hoà 2,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
682,kiểm tra trạng thái rèm ngang 2,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
683,kiểm tra trạng thái ốp tường giúp mình với ạ,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
684,xin chào hãy kiểm tra hộ mình ốp trần thứ 3 với,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
685,tôi muốn bạn kiểm tra cho tôi trạng thái của màn cửa đơn,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
686,bạn ơi kiểm tra đèn sắc màu ở phòng là 4 dùm mình,smart.home.check.status,0,smart.home.check.status,0,smart.home.check.status
